"","SampleID","16S COPIES/G","Treatment","Time_point","genus","color_label_group","count_relative","count_absolute","log_count.absolute"
"529","2-C-4",42636298.7012987,"Fludarabine","7d","Anaerobacterium","o__Clostridiales",0.020489384859492,873591.533075168,13.6803681919331
"530","2-C-4",42636298.7012987,"Fludarabine","7d","Clostridium","o__Clostridiales",0.0198927339723836,848152.54763202,13.6508157896711
"531","2-C-4",42636298.7012987,"Fludarabine","7d","Alistipes","p__Bacteroidetes",0.0181093379142134,772115.140593156,13.5568889637318
"532","2-C-4",42636298.7012987,"Fludarabine","7d","Akkermansia","g__Akkermansia",0.0178208473753918,759814.97180746,13.5408302244737
"533","2-C-4",42636298.7012987,"Fludarabine","7d","Clostridium","o__Clostridiales",0.0159194324604309,678745.677538083,13.428001781942
"534","2-C-4",42636298.7012987,"Fludarabine","7d","Clostridium","o__Clostridiales",0.0158014136036402,673713.790307569,13.4205606562473
"535","2-C-4",42636298.7012987,"Fludarabine","7d","Alistipes","p__Bacteroidetes",0.0157948570004852,673434.241016986,13.4201456323775
"536","2-C-4",42636298.7012987,"Fludarabine","7d","Akkermansia","g__Akkermansia",0.0148507061461598,633179.143172882,13.3585086676797
"537","2-C-4",42636298.7012987,"Fludarabine","7d","Murimonas","f__Lachnospiraceae",0.0133492440236562,569162.355629133,13.251921007433
"538","2-C-4",42636298.7012987,"Fludarabine","7d","Clostridium","o__Clostridiales",0.0130279704690594,555464.440390515,13.2275598723144
"539","2-C-4",42636298.7012987,"Fludarabine","7d","Clostridium","o__Clostridiales",0.0128574987870284,548196.158835329,13.2143884559589
"540","2-C-4",42636298.7012987,"Fludarabine","7d","Murimonas","f__Lachnospiraceae",0.01137570647399,485018.019163335,13.0919413221436
"541","2-D-4",252521626.984127,"Fludarabine","7d","Akkermansia","g__Akkermansia",0.114149402100128,28825192.7375896,17.1767603105702
"542","2-D-4",252521626.984127,"Fludarabine","7d","Duncaniella","p__Bacteroidetes",0.0678054505150606,17122342.6824548,16.6558947582447
"543","2-D-4",252521626.984127,"Fludarabine","7d","Akkermansia","g__Akkermansia",0.065680777461591,16585816.7861833,16.6240584776392
"544","2-D-4",252521626.984127,"Fludarabine","7d","Turicibacter","o__Erysipelotrichales",0.0597746465909352,15094391.0095441,16.5298337764566
"545","2-D-4",252521626.984127,"Fludarabine","7d","Turicibacter","o__Erysipelotrichales",0.0547659408006259,13829584.4742904,16.4423206579467
"546","2-D-4",252521626.984127,"Fludarabine","7d","Ruminiclostridium","o__Clostridiales",0.0403994692152516,10201739.6955305,16.1380688220964
"547","2-D-4",252521626.984127,"Fludarabine","7d","Lactobacillus","g__Lactobacillus",0.0401233384212989,10132010.6981811,16.1312103459836
"548","2-D-4",252521626.984127,"Fludarabine","7d","Ruminiclostridium","o__Clostridiales",0.0394713629355772,9967372.7877729,16.1148275954547
"549","2-D-4",252521626.984127,"Fludarabine","7d","Lactobacillus","g__Lactobacillus",0.0359506953126798,9078328.07156852,16.0214006005357
"550","2-D-4",252521626.984127,"Fludarabine","7d","Duncaniella","p__Bacteroidetes",0.0323073028924701,8158292.68987553,15.9145454758669
"551","2-D-4",252521626.984127,"Fludarabine","7d","Anaerobacterium","o__Clostridiales",0.0304434200332891,7687621.95776731,15.8551220553961
"552","2-D-4",252521626.984127,"Fludarabine","7d","Anaerobacterium","o__Clostridiales",0.0276207496951056,6974836.65152938,15.7578194662619
"553","2-D-4",252521626.984127,"Fludarabine","7d","Olsenella","p__Actinobacteria",0.0274289921993051,6926413.73670344,15.7508527389064
"554","2-D-4",252521626.984127,"Fludarabine","7d","Olsenella","p__Actinobacteria",0.0258565807337409,6529345.83513067,15.6918173178471
"555","2-D-4",252521626.984127,"Fludarabine","7d","Sporofaciens","f__Lachnospiraceae",0.00939611729422503,2372722.82647139,14.6795487255919
"556","2-D-4",252521626.984127,"Fludarabine","7d","Sporofaciens","f__Lachnospiraceae",0.00873647150867127,2206147.99947014,14.6067585660602
"557","2-D-4",252521626.984127,"Fludarabine","7d","Anaerobacterium","o__Clostridiales",0.00842198921555844,2126734.41915558,14.5700982246825
"558","2-D-4",252521626.984127,"Fludarabine","7d","Marvinbryantia","f__Lachnospiraceae",0.00841431891572642,2124797.50256255,14.5691870628883
"559","2-D-4",252521626.984127,"Fludarabine","7d","Anaerobacterium","o__Clostridiales",0.00767797013185245,1938853.50963091,14.4776073819282
"560","2-D-4",252521626.984127,"Fludarabine","7d","Marvinbryantia","f__Lachnospiraceae",0.00757825623403619,1913673.59392142,14.4645353003609
