"oligos_id","asv_id","count"
"C013785","45fe15551610d2217caac94d8a256d7e",20
"C013785","4617357625f7cd0cca1fdf0fa2ca65f6",70
"C013785","461cf447c2a982126ecaf941fa6266f2",23
"C013785","472349075ac972241b8b5c112af3bcbe",7
"C013785","48083b4cdc231a7705f3f31f4c88c95e",14
"C013785","487659277ad5def65c25caccc9df8dba",39
"C013785","4a81fa1d998735707cd62ed5d1173677",102
"C013785","4b47d012c923e0de26b7a25953c1334f",80
"C013785","4bb8372be13788ac326fc28834a979a1",2
"C013785","4c52ba1d603689e4fdcee9f002206513",3
"C013785","4c6e7733ed0bf8d860347934d6a301c8",37
"C013785","4d0a6dadc987270794445cb2e391ae11",7
"C013785","4d2632df4e40e721d6df5554bf4c5f3e",6
"C013785","4ea84e3224e2c36a84ddb0ad2e86b554",51
"C013785","4f6b8098770ddb1a03001b1760770c98",133
"C013785","50716172640001b8c3d27850ad04ef1a",1
"C013785","52a075772cd822fe2d2ae14ebc32b971",3
"C013785","52ff8efa6737ad51930a68dbaea8974b",764
"C013785","54c069a71dddc7623f0c6de04ee69212",114
"C013785","54f2ce4280e1ec616bf785148c5af405",474
"C013785","562b615787188bcf0fb14bdefc959d66",44
"C013785","56b7ac679ca96cedc4ea25826bbbd056",265
"C013785","56cb1184e35ef52e99c4544fe8aed2b3",45
"C013785","5a3b3270e3d2b3f7e0d8bc00b82463ae",25
"C013785","5ad82c92d61d894575b9b166743f67cd",157
"C013785","5af3f0e84eb1693c4afa232fc0611fe4",57
"C013785","5b2d60ea1f43e9486913a5f23968c3be",31
"C013785","5b4670dddf6ff4b51f075eb6a64f99bb",26
"C013785","5b994d0ef27e55ae291852b2ae2dabf2",14
"C013785","5d09b65787d1267d8a93431b4d20670e",32
"C013785","5db47a715a82c0c879243181e0adb5d3",5
"C013785","5e0eda046447a51941b516476494eb49",771
"C013785","5e1768f7293880e12178694cdd9ae0f4",14
"C013785","60b2004c06e6d347812f20f48f81791f",4
"C013785","60d093df02249ffdd64573daa30fa346",68
"C013785","635c747d1aecc4045716d96334169bc0",337
"C013785","64869571ca106b71bf92dea24689ba7e",30
"C013785","64b5ea12e800f9fad9edff4d2690bbb8",17
"C013785","64c6fdfb3195bc6a4d71cbf760b5b38e",33
"C013785","65526fc415fd2d898fad51cc9e37b5fd",6
"C013785","65851f35b12117493e80528922acaadd",47
"C013785","65de0d601aac67ca27dbaea7c372262f",30
"C013785","664b3ea21622c57766c69aa886be1af2",2
"C013785","6667b3a4c478a3e13fcf5c5652c98a8e",8
"C013785","6744cb6b2f45fc5bb7922053eb01b259",100
"C013785","67c086f7a0700d25ed244253895abecd",5
"C013785","681a7f818c8db0aaa91b29d14a433e80",5
"C013785","68ee630dde23de6b04f0bcb754fe1c4d",22
"C013785","6a194f842f50581a2e1abb31545f2197",12
"C013785","6a4a331558040c9bc388ec6cc67e7c50",33
"C013785","6ab9bbcbd4ea577b126e62b09372b1b0",228
"C013785","6ac5bcd9c892eaebd42a0e94eb9d7110",27
"C013785","6e62abfa8ce11490d6c5a42ca8e184da",4
"C013785","6edc319d5b7b95dcc79bc3f7eed300b3",755
"C013785","6fe466be551736dad781ddb89f695138",12
"C013785","739d276d6c44f09971dc38fa7b2ac1ab",4
"C013785","73c3d7d66ad21ee0ebdcd9ca7ad54050",11
"C013785","73cb9b06154d25f03b47016fb117e4d2",15
"C013785","75178890a3690fb184b441a1a55b4e3c",139
"C013785","76fa8b48b62954f4959c441aac166f50",42
"C013785","77f711dd5f962be01f2c8cbe2c9fdcee",35
"C013785","7831f07b9d246c31520ab90fb46a97ba",22
"C013785","7834e06c5f9a039fcd6d7456cd2872d5",5
"C013785","783aee24cbdbce7e111cc6d05e5348d0",306
"C013785","78cf67b271bdcf1027a55dcfdb439f49",48
"C013785","797291751fa63bc59b06fa91ff85cc2d",104
"C013785","7983faf1f7ce71e39bdaad606c62bc2d",27
"C013785","7a2a348cd8e85020cf8f6a745ab6bfe8",11
"C013785","7a64b3f65236aa1bafedd8864e4e80a7",7
"C013785","7c24bfd1edd88be777e2f9121918ea4b",1
"C013785","7c5e9364cb4046af2c950524d1deb63b",15
"C013785","7cb70838ad7386714b08b5291c65249a",29
"C013785","7ccbde67e8ba4e3aea0c068759784dad",2
"C013785","7d1e17adac8c9b7b5c2fd5cfd05c5daa",5
"C013785","7dae0edd6bd6be94622339f8882a0978",95
"C013785","7e87c4f2b69105e073742488791b510f",10
"C013785","7ed041b5b5fa8b812f725963e70c1265",13
"C013785","8052db60f1d703aaa8fd15a38b267644",2
"C013785","8154ac02cd66fa08d10339c4770bd9b5",499
"C013785","815fe18551f0bb625aa54312e49b5f1c",24
"C013785","817082870b394805a5041d87dd09ba13",247
"C013785","83ddd4f903918cc10374dde62b3a1eb3",351
"C013785","85f3ea9a4aad47a6211f799e67602299",13
"C013785","865a5368b50efef52e8db06cbd3934c0",21
"C013785","86c12c9ac8c88fd5a15aa18d8e728807",29
"C013785","86e9a45703fbff8aa179220bb4014a97",4
"C013785","872fdc392d9f9fe7946cb10a49b1446e",75
"C013785","878badb02bd9045d152489109ea52182",7
"C013785","87daa3343b37acdb903d7a4e6c62036c",3
"C013785","884424c11b42c394c3efe740f8120bba",1
"C013785","8895bbc83d3a960106c5deec31358559",8
"C013785","88b4fc9708ced020a62d09d7885de764",36
"C013785","88ff88bae2b7c6e4078b25719cae7da0",121
"C013785","890a0b4689a9c19a715435d1d298fb22",3
"C013785","89440f163033d44dfdd96dc15b4585cf",11
"C013785","8a5454c097394fbef4cd6fc5a3768300",153
"C013785","8c305c3239374d9e7aac2592929e34e9",1
"C013785","8e5d5ea573f589810c4e0ee553cc29b8",19
"C013785","8e7e0256b41fdf8e8907e6b1b9f8980c",8
"C013785","919d845f587c8e93cd149b60dfd2974b",11
"C013785","919e35cff4af814b76304c49f5107f19",138
"C013785","92808b7c7a0a44e3e663e5f92dc00538",8
"C013785","937944c650d560b840ba8481ed76c561",5
"C013785","95041e849190e6ceea56df4104fb3058",134
"C013785","952d85d315ba5989f4c05a81adc49bfd",2
"C013785","9532cdfb6f5ecc038075dfd922e1f7fc",21
"C013785","964c4c3c985964b00ff2f6603d3ffc9f",1
"C013785","97df86c4ebd7af5e8031f82cc36e69fe",1
"C013785","987ed0d0e09af68aa879187728846e4c",2
"C013785","9887f3eaa3d6f9aaaccd8fbeb2adeab0",11
"C013785","9b281647311aae85b0901f62afdf427d",115
"C013785","9cf02569bb77e654b9aee4df6e5668d0",77
"C013785","9d2bd7a29b6aa2d1e824eb08d7178d4c",12
"C013785","9d2ed604a04d940c0d7895a8af961e59",19
"C013785","9d5a7e0b80073485319cfb9cdfbbec55",133
"C013785","9db0f15ff6c904f13533c65539529829",31
"C013785","9e051be8b771505c48bcaa451ec10182",61
"C013785","9e8ef228c87db7708f48edac4a31b53c",6
"C013785","9f1a3f7cade83f4cd108fd0452936dfb",10
"C013785","a097907bb7040b8ff24e6dae91108e57",63
"C013785","a24bc4207fe32054c6a202d24a4b7979",40
"C013785","a2c8ea26d59e60416bd0626422b9d72e",7
"C013785","a2de852b54768c56e1570d7d81dcdd40",54
"C013785","a2ea1219d9a87813b350feb0b848edfc",143
"C013785","a2f26dccc420c3d65717af8318a34b57",2
"C013785","a37c2b81616af923a7871ad1d19a2cb1",11
"C013785","a433f8831ed274a4e108335a4dbacb42",207
"C013785","a4435647e7de547997d640421394a4d6",41
"C013785","a52498e078042bdd011ce4989a70b916",5
"C013785","a5457aa8792c14c5aa719f533dea7dea",247
"C013785","a5718641e660d5a27303aa8371dc6a39",51
"C013785","a578695a6ce9b9ae43c22aa71e44aab5",11
"C013785","a585a20738df1c1056562e0e9a5dc18c",26
"C013785","a5ff7c3f61dc586073af38e0918936c3",243
"C013785","a64c6c2abe1c1a45c22a2a2e1dab3126",308
"C013785","a69192a29208d00afd817de871745927",9
"C013785","a804e94b37daf89d9be3e7429ab22f5e",45
"C013785","a82ca62390c539053c5a7bb25d803689",69
"C013785","a837b135793631ef9d4c3354d15358c2",52
"C013785","a8a404f2206dfa0c26cd9912f696f2ba",30
"C013785","a8faa41908e1a48bfcb1ac6f96aac5e4",54
"C013785","a979015eaf57800cf99f1437ee48726c",20
"C013785","a9853fbf0bc25b906d813e8df51a4301",3
"C013785","a997f1ca8954e2dc47f485aa767cb859",7
"C013785","aad8ad52908d8d8ba9b8ba6feec3799d",12
"C013785","ac1f1b5f1187bee0f7c6c02b0728f6f7",37
"C013785","ac7dc0eb429484d0e24eba2cc4c34418",37
"C013785","ac8aa62507312329b53f68514f15c49a",99
"C013785","ad3f0595f7bbc9f110156e46e9680668",64
"C013785","adb0bbb0a30342c70f2cca951acefbfb",38
"C013785","ae19f1b31eaa8bcc3b106375f9a522c1",226
"C013785","ae347e3c5b3a598c4b5a14109985f8eb",103
"C013785","ae3b2a6424b40b670496cb30f0e5e579",144
"C013785","affd40651658ad209f7745a1596ecc0d",456
"C013785","b04a692bb1bbec5ae3aaef34caa78eb7",3
"C013785","b07e98d8cb72b375ae38d1a933282818",94
"C013785","b0d9e13edf8a29088eb42e949427c8af",49
"C013785","b0db1dcb10be946d64b111771e8a96c4",5
"C013785","b19073d49074537db3a0cb51027ce416",6
"C013785","b235f1e7e53eee3eecd4588ce7facd99",15
"C013785","b348ad20759d2ecb6dea7e963d6bdb82",153
"C013785","b789ed3b8b461e4b52546ca86ff7b835",26
"C013785","b7db2ec3d76c49f734e72679939a542c",10
"C013785","b802e6277d40c82d60fee0e857f3bb67",577
"C013785","b951d5ff72232e053249f7b78d41a911",82
"C013785","b9ec8c7459ca9383e76b6ca9b415ade5",20
"C013785","bb2efd2291d2175492332fe95ce6ffab",27
"C013785","bbab7b5c58be0f6941dd7df68598f63d",4
"C013785","bee3121130bdbfe3752dfb0b8263cc85",41
"C013785","c1d89ff597edd153adbe26bf0c4e1b7c",16
"C013785","c275dc32fdf74faccab5b5055d5fdfb4",15
"C013785","c2cff1b4d1857f77cc2ec55d21871eef",3
"C013785","c2ffb2aefdb7fdff5972b38750c2acd8",38
"C013785","c317d2293851f1861fe944d2cfd5e257",2
"C013785","c32b702567f86c416a74ad5ef2b81ac5",32
"C013785","c3a4964f23d0134bf6bf56f6bd79616f",3
"C013785","c3c0ff291fe6d0bfa71840b7e5f5cc5d",5
"C013785","c447e8862a71fc304db457db4c81c78c",123
"C013785","c53897ae4cb2e76cb68cd602d7a33ce9",62
"C013785","c5498b3cb98b2304a07fff11edec1a62",50
"C013785","c54d6c3564468792f578bc95de347704",1
"C013785","c63fee580dc2ab4930311598ced1d31c",744
"C013785","c740c0f4aa108f182ebf87815c6637c1",3
"C013785","c76abb9efea29b546d5d7116f7534fff",6
"C013785","c9901461cf17eef8d01607ba664ad02f",2
"C013785","c9a4c820979c8dcc826bffd02af9a151",72
"C013785","c9f50a0357675f550408fd440c204683",123
"C013785","ca281e1b4594a1d40164e5ba4e74d87e",5
"C013785","caeac88382ac46c6b91f012899e61df3",201
"C013785","cb49497358ffff111ac17970885e2542",58
"C013785","cb9b737d97e53f0dd58fbc2d45640131",1
"C013785","ccab6954fcc970b7d17998c10514f226",35
"C013785","ccb70f77fecebab29a1aff9dcebe4b77",9
"C013785","cd416c4ef6849088413fb75ea9aa1323",5
"C013785","cd6d522522d6afd9b513211d15ad5f49",9
"C013785","ce4c3fd7f137597e4b8310c4f4dfb9bf",19
"C013785","ce5a1fa0fac3b6fdc2a2c092c3ea0607",7
"C013785","cfa0e5d56bcf6ea68f4d852d90cf1a4c",265
"C013785","d156e881935e48a7eff137f7133cbbbb",89
"C013785","d1f9a9ff00b0553326e1e039c5207019",4
"C013785","d278d54b2a182c59ab52865ca2ecf964",50
"C013785","d2a77dd812a87af9ddcde9ae108afa50",6
"C013785","d3050189dbde852c83158dcadc97066c",2
"C013785","d31f0bd707cdf4fbdc59beefde78e93c",5
"C013785","d37f36e6d59d8cbdadb7c0cfda0d4d38",149
"C013785","d3f32277bb1b1ba21bd15fa8af7f157c",4
"C013785","d4201b534dab74d37ff9a79f5ed04a73",4
"C013785","d4479476313460f830050a5555d6b723",12
"C013785","d47824a3725cc32f69736842eddd4b5e",122
"C013785","d6e401ad002ab6b8faf24eb950a95d09",12
"C013785","d9370a94109a75fcf0db9340f87f92be",29
"C013785","d97e62ec72dd1a16164a309db0fa4ec7",8
"C013785","d9f6dae59e085f8c5ef3fd45fcfd271f",33368
"C013785","da5698bd980b43385000a79278210356",5
"C013785","db636c785be4e12f0ea586b1ac1f8273",9
"C013785","dc1217df2cdede4f24cbe9d348298f2f",13
"C013785","dcc23843c67f00f642aad22622d63f18",251
"C013785","dd6063c0003a6c0d25bf5a8914770a18",11
"C013785","dddb78f702bc61b5347bff225037b219",1
"C013785","de9b13854a2089f5ba7bd46e6b11f6aa",273
"C013785","df1c750919fa524a83b7c8505927432e",9
"C013785","df7c1a04e127721f10462730ee129835",304
"C013785","df9f318c9faba8173f2cdb5364b1f210",8
"C013785","e1c8eeebd1583c4e5f5ebad69d4152ea",25
"C013785","e27207736c4a1286fabba7a36fcc819c",4
"C013785","e31a4d211f33dc5810ae54f9d4135e6e",395
"C013785","e41ee592377ec657dd4cf5eac86f89aa",24
"C013785","e4cd625f541b57173288dabf59141322",127
"C013785","e501158cfb380aa413b84b9efac06fc6",145
"C013785","e63e341bffa30cf21f9f15e45da37bc2",6
"C013785","e6b70d3e5b988f4b4e6785a7c8c317df",119
"C013785","e6e60dc86c07d002bb702a870d2f89de",6
"C013785","e7ecec74c0b426001fce6309bd640ca0",175
"C013785","e9638122e5609bd085f7898331f8222e",137
"C013785","e980674deef10b8eb25f03073b8a876d",20
"C013785","e9bfd92cd7ebe540272e59f57aac4759",6
"C013785","eb51ff3c03b8e2491912884e2b99ecb5",133
"C013785","eb6e557cfe22d37e8352511360e98547",262
"C013785","eb94f7d3d760401c2473bf36e952ec3e",21
"C013785","ebcc0017ebc042d40b75e833320bbf18",25
"C013785","ec5d3e2633b96324bd937fc957b04d26",9
"C013785","ec730838e5ec3494644dbc978eeb3b06",8
"C013785","edbc2ef1089d991176ce509e9ca44ac8",7
"C013785","ef4593fef562593603041c71d2e0b4ee",5
"C013785","f00c5b924bc30c25779e4f79df7146fb",370
"C013785","f077a13e3e7baf23a40887511e0d8007",13
"C013785","f0a56bd456653a40d02ab59cea62bf08",2
"C013785","f1d185e0fc326411522e98005e87612a",10
"C013785","f244166d142d724695ec3dc68932ee0b",119
"C013785","f482d0bbf5e65b5925ee6df9112d6678",7
"C013785","f5d49d4c17c4bf7858c170fcae2956ac",1
"C013785","f77f956613afdd17ca392cad6d711040",9
"C013785","f8fac284cdb47372db1771ff91901f18",357
"C013785","f926917fe99bca15c4b5844a4aec4a13",269
"C013785","fa2f70cd2d004fef67ba4b8b99a8c7e3",1
"C013785","fab516daaafbd0eb9a8d1b646f055537",21
"C013785","fb060b54081514118baf8cc22f25aa74",27
"C013785","fb56734e539a9202cd0c983501693d1e",11
"C013785","fcaa095cef042fab3ccadcf1bd6fab43",21
"C013785","febff57e7f792877ccfe74c638ef3dec",10
"C013785","ff4168f7dcc985c792c8d4ba79ca410e",34831
"C013785","ff626a73d943144fd45821fdf9443ca5",24
"C013785","ffdac4d27b2bcef29764709fdba88412",100
"C013786","00496998cea3c2ecf4a05ce39d64abd1",5
"C013786","00bd67c6374833d81b59d7abe00bf603",8
"C013786","013bf553530c6b56f39fdbf1dbdcfd2b",8
"C013786","0143a02f9ec07cd969397e13b0ad54aa",96
"C013786","0173407a5eb79c4829e55f4132975052",94
"C013786","01c1754f4db429a2626108280324483b",44
"C013786","01eef3dbad8ac2c5514aae9a90184281",159
"C013786","03152a4b116dd8901e1cdd13423129f6",316
"C013786","0493057e10d85b7d407bb84880d7fa34",8
"C013786","04b385ed1930e1199caddad6ff41d08c",11
"C013786","0508f24b33aefe51b81d604e086c1c0c",5
"C013786","0534945e9e1655a43c8c2a183be4f28f",56
"C013786","054f65da669ac1814c0345e457ff93b3",361
"C013786","05a819ff579f5e2837ab9a8829a06465",79
"C013786","05dfef72696799bc57e6ac7804f24ba8",93
"C013786","0625baaa6d6edc748260e716624da7d4",19
"C013786","06738d8188a3ce0dfecc28663f49da53",26
"C013786","06d45e1381342fe03169b43c39ea6816",16
"C013786","078f34a07d7c5fe0f9aae7a5a8df94e7",142
"C013786","079ec0c68673c967ff520369821161c3",25
"C013786","086e03b8b3b3aab02a74bfee48279145",7942
"C013786","08f71b328b50c262bfc480e2085c39bd",25
"C013786","0909da94bf4f5e3169a43b267ef4bd14",22
"C013786","0979959228c6f998b43e5b46b14ec14d",27
"C013786","0a161eb2cb86d8a78d36c3d4f4a12a53",115
"C013786","0ade19c33156865113840d4962455287",22
"C013786","0b326811339495c1d50db70d3bd41041",15
"C013786","0b660af019d25fcc49adb44c11600f40",103
"C013786","0bb5e2771d358e6b33c6a163026723ef",133
"C013786","0cfe17eb8769cdb0724ffd25952b1da6",546
"C013786","0d2b3fd4921eb744530287e7b2b0b994",30
"C013786","0dc2d27bd9cdd5919001eec1645f4a53",6
"C013786","0df7be7fe559acd1c045dc8a7ceb8793",5
"C013786","0dfffb90df638ac9398278c63487eff2",1
"C013786","0f36ead5f45a605bd1a10c88db440518",5
"C013786","0f8d4aecc286525aca2af07ae1c48b52",70
"C013786","103e5b2609cb7cc9f926d0021f5c16ac",1
"C013786","104a1c8c1d786a53b91015a8452105ab",20
"C013786","110ddafafff3a28bf30fa491245965a6",220
"C013786","1166ee1b73cac9acbb7c48473bc562ca",23
"C013786","11c4c95526ac4cf652053d40980c03fa",72
"C013786","11cfc23849159b5fe6fd6fb3a543abbe",378
"C013786","12478c726b31846bca2a3a244fa58125",2
"C013786","134e5f52c8f56263d0c402d04b7fa4d6",13
"C013786","13b154a0f05bcb11f7addfc98ba61935",10
"C013786","13bf1a1db2752793993665c93055cdb7",764
"C013786","13f2dac7bba3dcd62c88ff8e2db3e416",30
"C013786","145642d96566019efd762b62e31aa8c3",9
"C013786","1459d7ce6b611c1237eca466616c0249",112
"C013786","145dcf3681aa838587d05c44db8bbd98",5
"C013786","153311f3f94ec149fb76d4eb5c3d661c",159
"C013786","16151df2e965ce1768c2e0e8f5c0dac2",171
"C013786","170252e9e1bb4c2fe5d0b93e22151ce1",25
"C013786","17cb9f6d8a350ac88b4d09304c56e269",894
"C013786","185b5a75c549e533943ae80cb5fdb01b",5
"C013786","18e4c7b40075340794f5cc08f5ea96da",74
"C013786","191996f13833196266b39bbc31c43d2c",10
"C013786","19d6b53f148a4cccd087666096b23f84",25
"C013786","1a384eab0087503560e19814ad080bf1",165
"C013786","1a51e84da96a6068b0bf33f192b224ad",240
"C013786","1ba25a10a24e71395c7ca66ea9d84b8d",19
"C013786","1baedfc9b8495f93f167298fd701c801",37
"C013786","1bbb1e72e9dd1f14f14b3f38862c34ac",1
"C013786","1c0732832c27162ec4e7e1ec75801135",17
"C013786","1cbe0fb0affa5a9db8f2a55815eaa9c7",290
"C013786","1d5e161ca0f974bd1c4f96f8081b29d6",175
"C013786","1e6f77992aab2b57baf4470ca0ed8ca0",5
"C013786","1e9124fc29f5bec98c0649509fe482dd",80
"C013786","1eeb84bdb0f4c9b676a349570510da80",6966
"C013786","1f4e5804af1c0b93f3102e4e88060ca3",256
"C013786","1f65b5fb8869acfa36b690ba097a7882",55
"C013786","2255fed2228817aa49468d3fcbb78804",3
"C013786","227fbb0bfb96f2900e0d541a04218155",8
"C013786","22906dbbc966f0b092d8930fbf844b36",5978
"C013786","231118d4694322deaeb603c23e5d6740",1
"C013786","239e98f632cf780e4b2bf27a60da94cb",29
"C013786","23bef5626239d71a123b23a91708ad8a",79
"C013786","240a754a1528919bcbb0b6058ee68df5",2
"C013786","250e9323796f19a209cb1a73dfc1c297",12
"C013786","2544329bcd9a024983b7c0a2d4fc7cc3",1
"C013786","263a9c415ac65d2d3d12ba943fa0bb14",9
"C013786","2657ad0cc8b913a86e1539be5877b802",115
"C013786","28807698048ccc57ee4368b22f508ef8",180
"C013786","297ee5446fe3a3d4ff0703790155a1ad",2
"C013786","29ebabc5385e9fdebb6addbd8e9639d5",350
"C013786","2a021b845dfb666e92ec47f15d34688a",38
"C013786","2ab9dca605f9917cb9b5911f55c93e51",211
"C013786","2c1271ba16d82a953ce587ae2bb30c05",90
"C013786","2c3619450c0a96b5ddf0224c3f561d27",2
"C013786","2c4caf658cc2befd1b30409fcfc67ad3",7
"C013786","2cffd4c27dcd0f2647efa94a32e95154",16
"C013786","2d00c74b3fb7c351f0783f47ff7a3c02",8
"C013786","2e52daf9823f241f3147cf31d835a83c",11
"C013786","2f3300bc6df385c3e696d64bc42d00c4",30
"C013786","302758c1e4615e90bcdecf76a989f2a0",6
"C013786","318e4c56e0935a25f339e3d3939ccaaa",1
"C013786","31cc44bf636e0d31279e6f744487ac97",26
"C013786","32538b1ee435de0882e1cccb0c560f41",97
"C013786","326e32c160bbd0d3b6d5e604f05c7f90",3
"C013786","3288f959e425c4643e5872b7968ed1e9",2
"C013786","32a63e704a79cf25f2e3faca8d380c12",80
"C013786","335ad35b283e3697d2cb791ea99d072a",62
"C013786","340af30ac515f8bf55d3c5606a9c8748",3
"C013786","37ec481596056d438f754a58f31a0b1c",376
"C013786","38c468f5cd4ef04415fdacd31bfb5e07",12
"C013786","391f1976bfe0c51cfa33b6a1b1d91451",137
"C013786","39337cc62c60535adb8179929e5fa0bd",11
"C013786","39bff7ee94907d997b0193107ed55afe",620
"C013786","3a2185ffabf8db0ffd5a7a8b313b60d6",16
"C013786","3a47ad4b33c086f26eea8e258ec76698",411
"C013786","3c1eb7e7e117eb65d0601a442fbaa3cb",14
"C013786","3c3dd1920c0a929b82d8f5c90c8a7e8b",253
"C013786","3c403db8c0388d931269c82969416a53",3
"C013786","3d72f8286bad431cef1891e6416dbf32",38
"C013786","3d820c98693302c4ce3d3900b3f3360a",354
"C013786","3d8383ac987b8b096c7ac0ef202dd885",43
"C013786","3d9139169abbf57463c48d7da29737da",8
"C013786","3db9af69aed5d5b30f60051aeaae9813",152
