"oligos_id","asv_md5","count"
"C013839","52ff8efa6737ad51930a68dbaea8974b",31
"C013839","1f65b5fb8869acfa36b690ba097a7882",1072
"C013839","3d8383ac987b8b096c7ac0ef202dd885",988
"C013839","3f279abfe07648d45b1b6da4a0ef5ef8",32
"C013839","17cb9f6d8a350ac88b4d09304c56e269",55
"C013839","df7c1a04e127721f10462730ee129835",11
"C013839","229138bdd7d280236427a8e8c0b5fb8b",1814
"C013839","811c0d191c5f3982b92813671a8379d9",71
"C013839","4bd211cbcbe46dcacc41ad67433c789b",1689
"C013839","e31a4d211f33dc5810ae54f9d4135e6e",39
"C013839","de593e9c4dfe2bcd3bd5bb39b0d9d8d1",26
"C013839","83ddd4f903918cc10374dde62b3a1eb3",26
"C013839","8e5d5ea573f589810c4e0ee553cc29b8",1628
"C013839","c8cbf77ec7c350addcde0b8cc85d38e0",1528
"C013839","f8fac284cdb47372db1771ff91901f18",20
"C013839","3a47ad4b33c086f26eea8e258ec76698",33
"C013839","71b0fdcbe1190a49a747e9d0d30e8be9",682
"C013839","eb6e557cfe22d37e8352511360e98547",125
"C013839","f926917fe99bca15c4b5844a4aec4a13",164
"C013839","a64c6c2abe1c1a45c22a2a2e1dab3126",23
"C013839","de9b13854a2089f5ba7bd46e6b11f6aa",19
"C013839","487659277ad5def65c25caccc9df8dba",15
"C013839","184a8e859ea6101038fb22469ccfb5ac",489
"C013839","29ebabc5385e9fdebb6addbd8e9639d5",33
"C013839","cfa0e5d56bcf6ea68f4d852d90cf1a4c",19
"C013839","8d681ea332141fc727dbc965c736c040",14
"C013839","824a22b5dc30a5641089a9bf5f89ef33",491
"C013839","db09a91ce6e211f57c186edeb3dcb96c",418
"C013839","a168cc365c5aa0b3e54939520e0babfb",785
"C013839","919e35cff4af814b76304c49f5107f19",45
"C013839","5ad82c92d61d894575b9b166743f67cd",50
"C013839","76c223d5ee1f6e0538666467d724dafc",5
"C013839","0ff811a8fbf2dc39f328716c04ddaa6f",620
"C013839","39bff7ee94907d997b0193107ed55afe",11
"C013839","b951d5ff72232e053249f7b78d41a911",5
"C013839","11c4c95526ac4cf652053d40980c03fa",7
"C013839","f244166d142d724695ec3dc68932ee0b",3
"C013839","a5457aa8792c14c5aa719f533dea7dea",94
"C013839","9ceb8b24cebd5a1ceea45507f2a15c01",620
"C013839","45edbfee65f6325d96bcffda1973f09f",333
"C013839","56b7ac679ca96cedc4ea25826bbbd056",102
"C013839","a433f8831ed274a4e108335a4dbacb42",872
"C013839","eab549c9aefa6c50b3fd7dd111d11ab4",244
"C013839","86c12c9ac8c88fd5a15aa18d8e728807",18
"C013839","905e11a8eea57bf3e99943efd6a93b20",526
"C013839","caeac88382ac46c6b91f012899e61df3",865
"C013839","6ab9bbcbd4ea577b126e62b09372b1b0",80
"C013839","e4cd625f541b57173288dabf59141322",16
"C013839","d37f36e6d59d8cbdadb7c0cfda0d4d38",9
"C013839","817082870b394805a5041d87dd09ba13",107
"C013839","78cf67b271bdcf1027a55dcfdb439f49",81
"C013839","e17ed784f4d47713b4dcdc3323add449",139
"C013839","6a4a331558040c9bc388ec6cc67e7c50",56
"C013839","11cfc23849159b5fe6fd6fb3a543abbe",8
"C013839","7e5c384bc4030321d0d2aa1c86bea851",13
"C013839","153311f3f94ec149fb76d4eb5c3d661c",26
"C013839","60d093df02249ffdd64573daa30fa346",148
"C013839","28807698048ccc57ee4368b22f508ef8",5
"C013839","3e648a5ca3aa5a781432b7ea5d137c94",165
"C013839","eb51ff3c03b8e2491912884e2b99ecb5",64
"C013839","4617357625f7cd0cca1fdf0fa2ca65f6",166
"C013839","e9638122e5609bd085f7898331f8222e",62
"C013839","cd6d522522d6afd9b513211d15ad5f49",8
"C013839","9f1a3f7cade83f4cd108fd0452936dfb",17
"C013839","05a819ff579f5e2837ab9a8829a06465",9
"C013839","d11ffcbce24e25507d333cacda49fb9a",17
"C013839","c9f50a0357675f550408fd440c204683",17
"C013839","e9bfd92cd7ebe540272e59f57aac4759",15
"C013839","01eef3dbad8ac2c5514aae9a90184281",127
"C013839","562b615787188bcf0fb14bdefc959d66",923
"C013839","d4479476313460f830050a5555d6b723",140
"C013839","3b8312a767d79e8b1335a9831b8ece3b",27
"C013839","a4435647e7de547997d640421394a4d6",12
"C013839","c56be65fad26dc6fcef289dd9aa5f021",171
"C013839","a2de852b54768c56e1570d7d81dcdd40",818
"C013839","77147c1a75bc79132507116a278897b1",24
"C013839","ae89aa8223bd185b1f435c05affc7fa2",160
"C013839","ffdac4d27b2bcef29764709fdba88412",7
"C013839","eb45d5adfe57855e54968ed2d292c588",125
"C013839","ae347e3c5b3a598c4b5a14109985f8eb",8
"C013839","6cc05e6467d101f800910272a189b762",6
"C013839","407c68ac8e0bf3e7c5cdbe124ce6ff68",7
"C013839","0e5335ecc427324f9642211f2550532f",47
"C013839","7dae0edd6bd6be94622339f8882a0978",7
"C013839","f75540faca7423f264743d65c499cdd1",121
"C013839","8a5454c097394fbef4cd6fc5a3768300",46
"C013839","c76abb9efea29b546d5d7116f7534fff",8
"C013839","e501158cfb380aa413b84b9efac06fc6",52
"C013839","2795d4edd38c24083ed82a149eb77a4b",47
"C013839","872fdc392d9f9fe7946cb10a49b1446e",9
"C013839","9d2ed604a04d940c0d7895a8af961e59",7
"C013839","37fc4a0502f5afca7537a171cde8cd38",156
"C013839","a778d89417ab5bc0165a6845ab090847",67
"C013839","9b281647311aae85b0901f62afdf427d",13
"C013839","fc84a63da27724ea0fa34f1001551ab4",151
"C013839","03152a4b116dd8901e1cdd13423129f6",2
"C013839","2ac791064085537aefd7209b9c3bcaaa",62
"C013839","8052db60f1d703aaa8fd15a38b267644",68
"C013839","f90041d19f4bbedd8fbdcbbe8dd6b903",81
"C013839","c275dc32fdf74faccab5b5055d5fdfb4",6
"C013839","66e5ab8ca23b8b7332531fed43a1067c",14
"C013839","0853800deb7219feffa64c42e0067a5c",6
"C013839","d47824a3725cc32f69736842eddd4b5e",15
"C013839","01c2c87bd7b2e37940f169a190ea0f60",86
"C013839","49cd1c63896b8b29150b46e140a79f64",5
"C013839","4451f128ee4f644bdbf96150bfefeaeb",84
"C013839","f7a9e9a83b79b1ea504d32da2d8290e9",10
"C013839","88be5bb7bbe5f3e52072edce67b7a7e4",24
"C013839","49603a4b69d1f979406dd09581414e75",100
"C013839","708445b398b995c0e6673cf8a23d3577",67
"C013839","a3240f77233cddd6b9cff19734cda39e",78
"C013839","fcaa095cef042fab3ccadcf1bd6fab43",12
"C013839","ac8aa62507312329b53f68514f15c49a",16
"C013839","a40b704bf0500011d2c212cba5294e27",105
"C013839","64b5ea12e800f9fad9edff4d2690bbb8",40
"C013839","5b994d0ef27e55ae291852b2ae2dabf2",41
"C013839","9d9dd88becbd96f4bb91a5b33a933b37",71
"C013839","10e1240541ba85dee108a84a1ebb7fa6",119
"C013839","f077a13e3e7baf23a40887511e0d8007",16
"C013839","68ee630dde23de6b04f0bcb754fe1c4d",9
"C013839","e41ee592377ec657dd4cf5eac86f89aa",101
"C013839","9d5a7e0b80073485319cfb9cdfbbec55",8
"C013839","c2ffb2aefdb7fdff5972b38750c2acd8",114
"C013839","6079b4a433980153d7240d5b4ed08e01",26
"C013839","73cb9b06154d25f03b47016fb117e4d2",21
"C013839","c447e8862a71fc304db457db4c81c78c",7
"C013839","92e544e096fe0fd72fae85035a5f91c5",28
"C013839","b7f2ce71baf9fa5e19b1d52a06aee71e",75
"C013839","85f3ea9a4aad47a6211f799e67602299",7
"C013839","104a1c8c1d786a53b91015a8452105ab",38
"C013839","c6f0827fb591a421023592676e0fac3a",65
"C013839","e1c8eeebd1583c4e5f5ebad69d4152ea",8
"C013839","23bef5626239d71a123b23a91708ad8a",6
"C013839","492fca287683bf583eeb5f8b153f0022",44
"C013839","898af5fec87a0a52c644e952a69afc94",49
"C013839","d0b17d4a44d10e6e66b846cca6a0de5c",70
"C013839","261e2eba91873803693937cb96180c57",51
"C013839","18e4c7b40075340794f5cc08f5ea96da",5
"C013839","7bbd469ccd699a11f8cecd2f99cfd39c",34
"C013839","70efa9100272b9cd9c861379f2fc2565",52
"C013839","857d6accbfd6d895afd1f443065d1f2a",9
"C013839","bd92ddbd93bc5ed67b921337645385a7",40
"C013839","4418e7d36c440b66745831c4492267a4",31
"C013839","1a384eab0087503560e19814ad080bf1",119
"C013839","1bac0ca48c588493b54aa52318977e7f",35
"C013839","1d5e161ca0f974bd1c4f96f8081b29d6",94
"C013839","ab36421e031b2d1b2fe32c8845b5ac4a",8
"C013839","edf94e10dea3ec020ae0cd8b6eb2569a",59
"C013839","340af30ac515f8bf55d3c5606a9c8748",55
"C013839","890a0b4689a9c19a715435d1d298fb22",9
"C013839","4ef46c1f42ef17fcb337b93df78987a1",18
"C013839","08f71b328b50c262bfc480e2085c39bd",6
"C013839","b0972a7adebfc50cd8e96340ad02c9e0",5
"C013839","ac1f1b5f1187bee0f7c6c02b0728f6f7",5
"C013839","5f7d38398f79e418a028fa97d4386a76",28
"C013839","df1c750919fa524a83b7c8505927432e",45
"C013839","5c2788145cd7fbdbe71bfb16b7b452b2",11
"C013839","df9f318c9faba8173f2cdb5364b1f210",33
"C013839","ffd7c916296e9799cc65943bc92a5953",45
"C013839","f636c60d21091835cb67275c565c58f7",8
"C013839","3d9c44ef1ffcdc3c9aab85648e0b3f94",21
"C013839","862c761cf8e8aeea7b6bdf94cb02ae46",11
"C013839","2fb0af315d3116cb9cf824d7296a633a",26
"C013839","db98168197a84c6eedef7bbae81d30f4",47
"C013839","c3c0ff291fe6d0bfa71840b7e5f5cc5d",13
"C013839","def36cced228ff26044aa643faa1be30",11
"C013839","b9a96091a54c8dd27ef484eab2b9414a",35
"C013839","fa3a99ae9af3447ed04d980ec9fd67f2",13
"C013839","6bd85d76db9990fe909231b3399a1382",69
"C013839","7e97bb88b4e9d53e72c3ab8191250c16",66
"C013839","af55c23db0bbb115def71b98fec327a2",14
"C013839","58e2c54070ca948c7a08729afdde95ba",19
"C013839","d5b3a3ad7363e9ea9e2bc9c890587d9c",24
"C013839","3163c0346bde983f70848fb675d0e77b",25
"C013839","0eba88f76e6a9e779bedd70af96bd6da",17
"C013839","bb65f118e3ec631eac9f917d685a614f",31
"C013839","bec06a9c93061f6f5681d9642e4d3710",14
"C013839","05dfef72696799bc57e6ac7804f24ba8",23
"C013839","564d41db44e62e165eeb2d55d01641b2",44
"C013839","8936e27dd2fb6e2ae0e2dee1889e48a9",21
"C013839","aac8472806dbc314a19a9554a595c74e",22
"C013839","7831f07b9d246c31520ab90fb46a97ba",9
"C013839","ebcc0017ebc042d40b75e833320bbf18",2
"C013839","888b6f8d5125b59873c8eb5a7fecc8d8",15
"C013839","c9ed2defd59ca84c18a05fbfac8d8603",18
"C013839","60c6c8af6dbb254fbc4b0814b0dc450a",58
"C013839","289e76472eb7c14b07763178d856739f",17
"C013839","d56f98ee71684769d12fc4c3fb33bbf7",9
"C013839","a7686bf8ee09e71439fd778bdf96045c",10
"C013839","d839aed871c51c4b5426e20953337d96",18
"C013839","3f073ac606e567b68574cb65b52b93ee",3
"C013839","408fb970a26275fc8ca119a06ac4e215",6
"C013839","0f36ead5f45a605bd1a10c88db440518",39
"C013839","5d2a91da9f5e62a64f605c25a4a35ff5",13
"C013839","2923665c10ef26ff5eab20a7dcbdba09",17
"C013839","2e52daf9823f241f3147cf31d835a83c",6
"C013839","dc6ebcb6d9bda9581a596f919c6316a7",7
"C013839","d3c4a0ffdafcc6c649d0b2dfc0aefc6b",25
"C013839","33fcced0e4799ffa77a17c7dd38a79c5",22
"C013839","489a215b072d024f4e320937f958764c",8
"C013839","00bd67c6374833d81b59d7abe00bf603",31
"C013839","be2dc394a7e28eec571b72b9e472db9e",8
"C013839","a1f318eacd43a501b257ec13e2339711",15
"C013839","1f553491efebf8fd8036448e5a444e17",11
"C013839","c3a4964f23d0134bf6bf56f6bd79616f",7
"C013839","c68747d95ce47904617928d7806a6fd9",14
"C013839","bcca50626fb2c70a4e32565dd2969b8f",8
"C013839","eafb850229386fd1e6f5589949601e55",23
"C013839","b2ba36ccfbff9553cf8f03a74bd1859d",13
"C013839","e15aeb29833be6ec5fb9d4678b8d3fb6",4
"C013839","ffaa4e826304d01df6c3e53a9d7113df",16
"C013839","4e468b9f328459a9a8d9e9f35073e300",10
"C013839","38496e01121cf8676917d0f65e030f05",45
"C013839","bd61d428e28b96a878767780d151fc0b",69
"C013839","e652d0cf81d4c01fb458e34a9ed4c622",9
"C013839","7ccbde67e8ba4e3aea0c068759784dad",5
"C013839","f16015af30615504a63a80c2dd58124c",42
"C013839","c505247067eee6cf29b149d47b6eab1c",21
"C013839","f7350ce2f530627a1dfcf26b079574ea",32
"C013839","dbe0480432c7e7fe2433ccbaa0beb51c",14
"C013839","16ff69387352416ff497eb89f373ee74",4
"C013839","4e751c0e2bc36d75af6c0cf941de1ad6",6
"C013839","13b154a0f05bcb11f7addfc98ba61935",9
"C013839","b002f1344b6b59c8cce0f35c43a115b3",6
"C013839","df85dbc2fef8416c7cb930bcf9189e9e",52
"C013839","d178f85df8a25843a221a403b9165240",14
"C013839","b467b53ca6f033b3c11e7397b2ad2a26",10
"C013839","47a21b54b55b6ec881a5aac5e58716fd",25
"C013839","02ad6bc2b87f45d3f5260b1961ab2cd6",11
"C013839","efca6c7db9b3328e254c3d31230e00ec",15
"C013839","4c5f8af16b7655ad0b863fb680142d68",4
"C013839","3ecc0926f868546cd6c6ea97ba0d2832",5
"C013839","538447b27ff18ea1796f4ce8946a950a",5
"C013839","dbe02cbed17ceabfec54dca45e0c1861",8
"C013839","4f9c52c2d2d44c9e24b3a4b0ffd05081",9
"C013839","1f7520170ec777c531476aed4f2b8d00",12
"C013839","fa097c8d34f283beafdc542e4d189b92",12
"C013839","b190bc77fa0b836a328d59b25f79dabd",1
"C013839","8566119fd86ba85fb9a349d6c434b477",46
"C013839","0905567e0a47375b7f197c0889aa448a",12
"C013839","9c03f288e90b9e2ea50fc7e21d6a8db6",56
"C013839","a899bf6d65496b929a9351cf12990ff4",8
"C013839","f0c0fb9f191e67e49e91b2fe2c2f4e66",9
"C013839","d1959168ae381ed056ed9143e1bc421c",8
"C013839","9af6769563e559655b7707d569999023",43
"C013839","2097acd581bc71f0c89a1bf0a143920c",18
"C013839","27190f43f693d0ce8512c191446f8e46",1
"C013839","34a522c2c5a09b5b3430e952d5cd50f8",7
"C013839","1ee4503fd1c8d95a467316ecb7055539",11
"C013839","ab4825e3f57051157c93a637e2b1e4fa",10
"C013839","4af5e89ea0cbabdf245159e29c0854a1",50
"C013839","a20d21757522eb86b44a1a8e7b5a01f2",27
"C013839","abd978037fe09df3ef3d41ec59499b69",4
"C013839","f47fd7b678e84798505a5687796711c3",3
"C013839","361591e4cfd019f5d6e671500d915d0b",13
"C013839","34d5ac9eaf71193ffd7c1d5f1d21c79e",9
"C013839","32a6bdd5bc89827ef2b77cadf56ea54c",31
"C013839","2ecaf9c9eda51a9d9fad837188806b08",12
"C013839","237fbdbfb3b325fdd2da2b116f5ed4ac",3
"C013839","798b9ace29824da29958cbb9913fd2ae",4
"C013839","4326849fdfa8086fffc6e0465aabf9be",20
"C013839","7c1e65d34bf996013de8b63c441b228f",26
"C013839","fc35ae3469f0df20905469bea9d558ee",4
"C013839","c6562607268d35a26eeae9c1dae8caae",25
"C013839","df7669d995b0be92ca03f4fb752fbf98",15
"C013839","f216148075803d0957f7e75fa94a16f5",2
"C013839","b90e2cd4c910e69d1f75ed49be43fee8",23
"C013839","abe95ee513b133b5fbac1a44f481dcbb",11
"C013839","e539e539f7f1116d6a89d855c81e1d42",1
"C013839","507ce7f7dcd6d4525e8d6d77f51a40c0",18
"C013839","734355751b12362b51bee57ea8e812b7",7
"C013839","f92cae67fcfdfba9709ef20ae781694c",17
"C013839","9a2a9110b155da8e87e1bddf74b5709a",17
"C013839","730e9b4e6025a80cd57530ed44b2637f",7
"C013839","1c84806152645dff0347a58ade3b7710",9
"C013839","da7c03280270aac586901dced005477c",8
"C013839","4a5bf01f31e009eea58ac879d88dd4cf",14
"C013839","3717b2f2c2309d106c4708903c800ba9",13
"C013839","6346dde0b2b381cf111745fdbbce6248",2
"C013839","d79ed19722990cea5ac01b79800bf6da",12
"C013839","587cdcf8f86ec2165973d781ab8f92b5",8
"C013839","ed3364c09aff08c2b24e40c1da57e059",11
"C013839","8428811ed921a04a9edd949d49262c99",10
"C013839","5630770d242ce4abba9978cb1cbea49d",10
"C013839","a29beb21c51d32753d5666a8aa1fbe1a",10
"C013839","ac2c0337fcc5495547981d0f40dc69bd",10
"C013839","711b366253c63b8c18cf63bfabf15cf7",9
"C013839","25d28f56995fe1032d6091fb30a69d66",2
"C013839","3923e458736f4a58a50772bf258b20bc",8
"C013839","ae3847b1a87c1eca49378908c10ce492",7
"C013839","196ea6fbbc81c0e1ccfaa7f78e7cdf4e",7
"C013839","65a2102b3ca1e6430d279876eb597518",7
"C013839","2b72678d5731add26aaaaf7f18d26b3f",7
"C013839","b488fd9b828932a22c43e02964f7ca3b",7
"C013839","e22f6545ad3b1a5d45117561aa250906",7
